"attracts","care_level","cycle","cones","cuisine","drought_tolerant","edible_fruit","edible_leaf","flowers","flower_color","flowering_season","fruits","fruit_color","growth_rate","hardiness_min","hardiness_max","harvest_season","indoor","invasive","leaf","leaf_color","maintenance","medicinal","origin","pest_susceptibility","poisonous_to_humans","poisonous_to_pets","propagation","pruning_month","salt_tolerant","seeds","soil","sunlight","thorny","tropical","type","watering","watering_period","id"
"[""Bees"",""Hummingbirds""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Summer","TRUE","Brown","Moderate","4","9","","FALSE","FALSE","TRUE","Gray-green","Low","FALSE","[""United States"",""Mexico""]","[""Aphids""]","0","0","[""Seed Propagation"",""Cutting""]","November","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","penstemon_ambiguus"
"[""Hummingbirds"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Spring","FALSE","","Moderate","9","11","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Florida"",""Mexico"",""Central America"",""South America"",""Caribbean""]","[]","0","0","[""Offsets"",""Seed Propagation""]","March","FALSE","1","[""Well-drained""]","[""Full sun"",""Part shade"",""Filtered shade""]","FALSE","TRUE","Epiphyte","Minimum","Morning","tillandsia_fasciculata"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","October","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","platanthera_flava"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","Low","9","11","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Southern California"",""Baja California""]","[""Root rot""]","0","0","[""Seed Propagation""]","October","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","TRUE","FALSE","Cactus","Average","Morning","ferocactus_viridescens"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Low","4","8","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Minimum","Morning","pedicularis_centranthera"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","8","11","","FALSE","FALSE","FALSE","","Moderate","FALSE","[""Worldwide""]","[]","0","0","[]","March","TRUE","0","[""Well-drained"",""Moist""]","[""Part shade"",""Filtered shade""]","FALSE","TRUE","Herbaceous perennial","Average","Morning","trentepohlia_aurea"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","6","10","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[""Anthracnose"",""Oak wilt"",""Leaf spot"",""Galls""]","0","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","quercus_garryana"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Canada""]","[""Aphids""]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Loamy"",""Well-drained"",""Moist""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","sidalcea_oregana"
"[]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","White","Spring","TRUE","Green","Moderate","9","11","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""India"",""Southeast Asia""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation""]","July","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","TRUE","Tree","Average","Morning","phyllanthus_emblica"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Yellow","Summer","TRUE","Black","Moderate","9","12","Autumn","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""India"",""Southeast Asia""]","[]","1","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","TRUE","Tree","Average","Morning","cassia_fistula"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","4","8","Summer","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Europe"",""Western Asia""]","[""Cherry fruit fly"",""Brown rot"",""Cherry leaf spot""]","0","0","[""Seed Propagation"",""Grafting Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Tree","Average","Morning","prunus_cerasus"
"[]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Green","Spring","FALSE","","Moderate","8","13","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Europe"",""Asia""]","[]","1","0","[""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Average","Morning","mercurialis_annua"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Blue","Spring","FALSE","","Moderate","4","8","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Southern Europe"",""Southwest Asia""]","[]","0","0","[""Seed Propagation"",""Bulbs""]","May","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Bulb","Average","Morning","muscari_neglectum"
"[]","Easy","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Spring","FALSE","","Low","6","9","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Average","Morning","veronica_polita"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Europe""]","[]","0","0","[""Seed Propagation"",""Cutting""]","October","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","potentilla_sterilis"
"[""Fish"",""Birds""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","High","6","10","","TRUE","TRUE","TRUE","Green","Low","TRUE","[""North America""]","[]","0","0","[""Fragmentation""]","July","TRUE","0","[""Water""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Aquatic","Frequent","Morning","azolla_caroliniana"
"[""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","3","9","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Eastern United States""]","[""Spider mites""]","0","0","[""Cutting"",""Seed Propagation""]","June","FALSE","1","[""Well-drained"",""Sandy"",""Gravelly""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Average","Morning","phlox_subulata"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","Moderate","3","6","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Arctic"",""Subarctic"",""Northern Hemisphere""]","[]","0","0","[""Seed Propagation""]","April","TRUE","1","[""Well-drained"",""Rocky"",""Gravelly""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","silene_acaulis"
"[]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Spring","TRUE","","Moderate","8","10","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""USA"",""California""]","[]","0","0","[""Seed Propagation""]","April","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Minimum","Morning","thysanocarpus_radians"
"[""Pollinators""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","9","11","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Bulb","Minimum","Morning","romulea_rosea"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Orange","Low","4","7","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Canada""]","[]","0","0","[""Division"",""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","prosartes_lanuginosa"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Orange","Low","3","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","November","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","prosartes_trachycarpa"
"[""Birds""]","Medium","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","TRUE","","High","4","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""China""]","[""Bagworms"",""Spider mites""]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Moist"",""Well-drained""]","[""Full sun""]","FALSE","FALSE","Tree","Average","Morning","metasequoia_glyptostroboides"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","","Summer","FALSE","","High","10","11","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Mexico"",""South America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","January","FALSE","1","[""Well-drained"",""Moist""]","[""Filtered shade"",""Part shade""]","FALSE","TRUE","Herbaceous perennial","Average","Morning","pilea_microphylla"
"[""Spiders""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","9","11","","TRUE","TRUE","TRUE","Green","Low","FALSE","[""Solomon Islands"",""Southeast Asia""]","[""Mealybugs"",""Spider mites"",""Scale insects""]","1","1","[""Cutting""]","March","FALSE","0","[""Well-drained"",""Loamy"",""Sandy""]","[""Part shade"",""Filtered shade"",""Full shade""]","FALSE","TRUE","Vine","Average","Morning","epipremnum_aureum"
"[]","Medium","Herbaceous","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red","Spring","FALSE","","Moderate","11","12","","TRUE","FALSE","TRUE","Dark green","Moderate","FALSE","[""Colombia"",""Ecuador""]","[""Aphids"",""Mealybugs"",""Spider mites""]","1","1","[""Cutting"",""Seed Propagation"",""Tissue Culture""]","July","FALSE","0","[""Well-drained"",""Acidic""]","[""Indirect sunlight"",""Partial shade""]","FALSE","TRUE","Herbaceous perennial","Average","Morning","anthurium_andraeanum"
"[""Bees"",""Butterflies""]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","TRUE","","Moderate","7","11","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""United States"",""Mexico""]","[]","0","0","[""Seed Propagation""]","May","FALSE","1","[""Well-drained"",""Sandy"",""Gravelly"",""Dry"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Herb","Average","Morning","lupinus_arizonicus"
"[]","Medium","Herbaceous","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Fragmentation""]","September","TRUE","0","[""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Lobelia","Average","Morning","candelaria_concolor"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","4","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Spore Propagation""]","March","TRUE","0","[""Well-drained"",""Sandy"",""Gravelly""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Lobelia","Minimum","Morning","flavopunctelia_flaventior"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Summer","TRUE","Brown","Moderate","7","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Sicily"",""Italy""]","[]","0","0","[""Seed Propagation"",""Cutting""]","September","TRUE","1","[""Well-drained"",""Alkaline""]","[""Full sun"",""Partial sun""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","senecio_squalidus"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","4","8","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Europe"",""Asia""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full shade"",""Part shade""]","FALSE","FALSE","Grass","Average","Morning","luzula_pilosa"
"[""Bees""]","Easy","Perennial","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","White","Spring","FALSE","","Moderate","5","8","","TRUE","FALSE","TRUE","","Low","TRUE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Herb","Average","Morning","oxalis_acetosella"
"[]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow-green","Spring","FALSE","","Moderate","4","8","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""Europe""]","[]","0","0","[""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Moist""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Wildflower","Average","Morning","chrysosplenium_oppositifolium"
"[]","Easy","Biennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","","Moderate","5","9","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation""]","July","FALSE","1","[""Loamy"",""Well-drained""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Biennial","Average","Morning","cardamine_flexuosa"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Brown","Spring","FALSE","","Moderate","4","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation"",""Division""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Grass","Average","Morning","carex_sylvatica"
"[]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","Green","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Herb","Average","Morning","floerkea_proserpinacoides"
"[""Bees""]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","3","7","Spring","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Mediterranean region"",""Middle East""]","[]","0","0","[""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Arid"",""Loamy""]","[""Full sun""]","TRUE","FALSE","Herb","Minimum","Morning","gundelia_tournefortii"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","","Summer","FALSE","","Low","7","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Aquatic","Frequent","Morning","eriocaulon_aquaticum"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Summer","TRUE","Red","Moderate","3","9","Autumn","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""North America""]","[]","0","0","[""Cutting"",""Seed Propagation"",""Layering Propagation""]","August","TRUE","1","[""Acidic"",""Well-drained""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Shrub","Average","Morning","rubus_hispidus"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","6","10","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""United States""]","[""Aphids"",""Spider mites""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Shrub","Average","Morning","rubus_trivialis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","White","Spring","TRUE","Black","Moderate","4","8","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Cutting"",""Seed Propagation""]","April","FALSE","1","[""Moist"",""Well-drained""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Shrub","Average","Morning","rubus_flagellaris"
"[""Insects""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","2","11","","TRUE","FALSE","TRUE","Grey-green","Low","TRUE","[""North America"",""Europe"",""Asia""]","[]","0","0","[""Fragmentation""]","August","FALSE","0","[""Acidic"",""Well-drained""]","[""Filtered shade""]","FALSE","FALSE","Lobelia","Average","Morning","peltigera_polydactylon"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Spring","FALSE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation"",""Division""]","November","FALSE","1","[""Well-drained"",""Acidic"",""Moist""]","[""Partial shade"",""Full sun""]","FALSE","FALSE","Wildflower","Average","Morning","houstonia_caerulea"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Low","3","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Forb","Minimum","Morning","houstonia_longifolia"
"[]","Medium","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Eastern United States""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Acidic"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Conifer","Average","Morning","chamaecyparis_thyoides"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","TRUE","Green","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Division""]","March","FALSE","1","[""Moist"",""Rich"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Aquatic","Frequent","Morning","sagittaria_graminea"
